,Unnamed: 0,Unnamed: 0.1,name,description,attribution,columns_field_name,columns_name,type,categories,domain_category,domain_tags,provenance,download_count,page_views_last_month,page_views_last_week,page_views_total,page_views_total_log,domain,mash,big_mash,topic_comp,topic_comp_list,top_topic_id
2416,2416,2416,Boundaries - Special Service Areas,"['Special', 'Service', 'Areas', '(SSA)', 'boundaries', 'in', 'Chicago', 'The', 'Special', 'Service', 'Area', 'program', 'is', 'a', 'mechanism', 'used', 'to', 'fund', 'expanded', 'services', 'and', 'programs', 'through', 'a', 'localized', 'property', 'tax', 'levy', 'within', 'contiguous', 'industrial', 'commercial', 'and', 'residential', 'areas', 'The', 'enhanced', 'services', 'and', 'programs', 'are', 'in', 'addition', 'to', 'services', 'and', 'programs', 'currently', 'provided', 'through', 'the', 'city', 'SSA', 'funded', 'projects', 'could', 'include', 'but', 'are', 'not', 'limited', 'to', 'security', 'services', 'area', 'marketing', 'and', 'advertising', 'assistance', 'promotional', 'activities', 'such', 'as', 'parades', 'and', 'festivals', 'or', 'any', 'variety', 'of', 'small', 'scale', 'capital', 'improvements', 'that', 'could', 'be', 'supported', 'through', 'a', 'modest', 'property', 'tax', 'levy', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']",City of Chicago,[],[],map,[],Community & Economic Development,"['boundaries', 'gis', 'kml', 'kmz', 'shapefiles', 'map_layer']",official,698.0,39.0,4.0,1158.0,10.178664851,data.cityofchicago.org,"['boundaries', 'gis', 'kml', 'kmz', 'shapefiles', 'map_layer', 'community', '&', 'economic', 'development']","['boundaries', 'gis', 'kml', 'kmz', 'shapefiles', 'map_layer', 'community', '&', 'economic', 'development', 'Special', 'Service', 'Areas', '(SSA)', 'boundaries', 'in', 'Chicago', 'The', 'Special', 'Service', 'Area', 'program', 'is', 'a', 'mechanism', 'used', 'to', 'fund', 'expanded', 'services', 'and', 'programs', 'through', 'a', 'localized', 'property', 'tax', 'levy', 'within', 'contiguous', 'industrial', 'commercial', 'and', 'residential', 'areas', 'The', 'enhanced', 'services', 'and', 'programs', 'are', 'in', 'addition', 'to', 'services', 'and', 'programs', 'currently', 'provided', 'through', 'the', 'city', 'SSA', 'funded', 'projects', 'could', 'include', 'but', 'are', 'not', 'limited', 'to', 'security', 'services', 'area', 'marketing', 'and', 'advertising', 'assistance', 'promotional', 'activities', 'such', 'as', 'parades', 'and', 'festivals', 'or', 'any', 'variety', 'of', 'small', 'scale', 'capital', 'improvements', 'that', 'could', 'be', 'supported', 'through', 'a', 'modest', 'property', 'tax', 'levy', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']","[(0, 0.0106133482914882), (1, 0.087521766761165881), (4, 0.075269185931486599), (6, 0.021383423603954711), (15, 0.012109959484972252), (17, 0.027495866126978279), (21, 0.030132045022022363), (24, 0.35263941262274234), (25, 0.043649928844282933), (26, 0.011551035267999677), (29, 0.13037673147050283), (39, 0.0419223325723962), (41, 0.01664622327495497), (49, 0.11880396528685093), (50, 0.012624178891890091)]","[(24, 0.35263941262274234), (29, 0.13037673147050283), (49, 0.11880396528685093), (1, 0.08752176676116588), (4, 0.0752691859314866), (25, 0.04364992884428293), (39, 0.0419223325723962), (21, 0.030132045022022363), (17, 0.02749586612697828), (6, 0.02138342360395471), (41, 0.01664622327495497), (50, 0.012624178891890091), (15, 0.012109959484972252), (26, 0.011551035267999677), (0, 0.0106133482914882)]",24
2419,2419,2419,Parks - Buildings - Shapefiles (deprecated November 2016),"['Buildings', 'located', 'in', 'Chicago', 'Parks', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'or', 'QGIS', 'is', 'required', 'To', 'download', 'this', 'file', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']",Chicago Park District,[],[],file,['recreation'],Parks & Recreation,"['sustainability', 'buildings', 'shapefiles', 'gis']",official,922.0,6.0,1.0,1148.0,10.1661630826,data.cityofchicago.org,"['sustainability', 'buildings', 'shapefiles', 'gis', 'recreation', 'parks', '&', 'recreation']","['sustainability', 'buildings', 'shapefiles', 'gis', 'recreation', 'parks', '&', 'recreation', 'Buildings', 'located', 'in', 'Chicago', 'Parks', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'or', 'QGIS', 'is', 'required', 'To', 'download', 'this', 'file', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']","[(0, 0.030262250464885843), (9, 0.11821266968325804), (12, 0.19803140110488682), (21, 0.029977375565610882), (24, 0.46953441683124014), (28, 0.030584594878855238), (35, 0.097944802783481139)]","[(24, 0.46953441683124014), (12, 0.19803140110488682), (9, 0.11821266968325804), (35, 0.09794480278348114), (28, 0.030584594878855238), (0, 0.030262250464885843), (21, 0.02997737556561088)]",24
2422,2422,2422,Ward Precincts - KML,"['Ward', 'precincts', 'which', 'function', 'as', 'local', 'election', 'districts', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']",City of Chicago,[],[],file,"['politics', 'infrastructure']",Facilities & Geographic Boundaries,"['elections', 'kml', 'gis']",official,783.0,8.0,4.0,1138.0,10.1535520317,data.cityofchicago.org,"['elections', 'kml', 'gis', 'politics', 'infrastructure', 'facilities', '&', 'geographic', 'boundaries']","['elections', 'kml', 'gis', 'politics', 'infrastructure', 'facilities', '&', 'geographic', 'boundaries', 'Ward', 'precincts', 'which', 'function', 'as', 'local', 'election', 'districts', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']","[(0, 0.030017706306410361), (12, 0.15646034655524993), (21, 0.028888778677710537), (24, 0.42965444624805704), (25, 0.025005404477917853), (28, 0.031618527146013847), (29, 0.078411989475226776), (31, 0.14599232093026732), (35, 0.050980394713062219)]","[(24, 0.42965444624805704), (12, 0.15646034655524993), (31, 0.14599232093026732), (29, 0.07841198947522678), (35, 0.05098039471306222), (28, 0.03161852714601385), (0, 0.03001770630641036), (21, 0.028888778677710537), (25, 0.025005404477917853)]",24
2428,2428,2428,Parks - KML (deprecated November 2016),"['KML', 'file', 'of', 'parks', 'managed', 'by', 'the', 'Chicago', 'Park', 'District', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']",Chicago Park District,[],[],file,['recreation'],Parks & Recreation,"['sustainability', 'kml', 'gis', 'facilities', 'parks']",official,1047.0,9.0,0.0,1118.0,10.127994321,data.cityofchicago.org,"['sustainability', 'kml', 'gis', 'facilities', 'parks', 'recreation', 'parks', '&', 'recreation']","['sustainability', 'kml', 'gis', 'facilities', 'parks', 'recreation', 'parks', '&', 'recreation', 'KML', 'file', 'of', 'parks', 'managed', 'by', 'the', 'Chicago', 'Park', 'District', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']","[(1, 0.040769230769230738), (9, 0.26574852529072207), (21, 0.040769230769230731), (24, 0.52979137105576946), (29, 0.046767795961200086), (49, 0.040769230769230738)]","[(24, 0.5297913710557695), (9, 0.26574852529072207), (29, 0.046767795961200086), (1, 0.04076923076923074), (49, 0.04076923076923074), (21, 0.04076923076923073)]",24
2429,2429,2429,Boundaries - Police Beats (deprecated on 12/18/2012),"['Police', 'beats', 'in', 'Chicago', 'that', 'were', 'effective', 'through', 'December', '18', '2012', 'The', 'current', 'police', 'beats', 'boundaries', 'are', 'always', 'available', 'at', 'https', '//data', 'cityofchicago', 'org/d/aerh', 'rz74', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']",Chicago Police Department,[],[],file,[],Public Safety,"['boundaries', 'shapefiles', 'gis']",official,806.0,30.0,8.0,1113.0,10.1215335173,data.cityofchicago.org,"['boundaries', 'shapefiles', 'gis', 'public', 'safety']","['boundaries', 'shapefiles', 'gis', 'public', 'safety', 'Police', 'beats', 'in', 'Chicago', 'that', 'were', 'effective', 'through', 'December', '18', '2012', 'The', 'current', 'police', 'beats', 'boundaries', 'are', 'always', 'available', 'at', 'https', '//data', 'cityofchicago', 'org/d/aerh', 'rz74', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']","[(0, 0.02171875853685221), (1, 0.021685761047463205), (21, 0.1595056133230652), (23, 0.040181403211903388), (24, 0.71631776569633265), (47, 0.021769094256398051)]","[(24, 0.7163177656963327), (21, 0.1595056133230652), (23, 0.04018140321190339), (47, 0.02176909425639805), (0, 0.02171875853685221), (1, 0.021685761047463205)]",24
2431,2431,2431,CTA - Park & Ride Locations - Shapefile,"['Point', 'data', 'representing', 'CTA', 'park', 'and', 'ride', 'locations', 'Details', 'include', 'number', 'of', 'spaces', 'cost', 'and', 'rail', 'station', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'Projected', 'Coordinate', 'System', 'NAD_1983_StatePlane_Illinois_East_FIPS_1201_Feet']",Chicago Transit Authority,[],[],file,"['recreation', 'environment']",Transportation,"['sustainability', 'cta', 'parking', 'shapefiles', 'gis']",official,906.0,8.0,3.0,1098.0,10.1019756709,data.cityofchicago.org,"['sustainability', 'cta', 'parking', 'shapefiles', 'gis', 'recreation', 'environment', 'transportation']","['sustainability', 'cta', 'parking', 'shapefiles', 'gis', 'recreation', 'environment', 'transportation', 'Point', 'data', 'representing', 'CTA', 'park', 'and', 'ride', 'locations', 'Details', 'include', 'number', 'of', 'spaces', 'cost', 'and', 'rail', 'station', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'Projected', 'Coordinate', 'System', 'NAD_1983_StatePlane_Illinois_East_FIPS_1201_Feet']","[(0, 0.027677653842057639), (3, 0.037125522413373663), (9, 0.08458445028365022), (12, 0.061725785134692027), (21, 0.03585108124439098), (24, 0.29868759260497296), (28, 0.23196494503037113), (30, 0.065880913185463269), (44, 0.032279993862842304), (46, 0.075032313823560487), (47, 0.027879977264853816)]","[(24, 0.29868759260497296), (28, 0.23196494503037113), (9, 0.08458445028365022), (46, 0.07503231382356049), (30, 0.06588091318546327), (12, 0.06172578513469203), (3, 0.03712552241337366), (21, 0.03585108124439098), (44, 0.032279993862842304), (47, 0.027879977264853816), (0, 0.02767765384205764)]",24
699,699,699,Alameda County Artwork Collection Registry,"['Artist’s', 'First', 'Name', 'Artists', 'Last', 'Name', 'Artwork', 'Title', 'Year', 'Completed', 'Artwork', 'Medium']",Alameda County,"['year_completed', 'artist_s_last_name', 'artwork_title', 'artist_s_first_name', 'artwork_medium']","['Year Completed', ""Artist's Last Name"", 'Artwork Title', ""Artist's First Name"", 'Artwork Medium']",dataset,[],Business,"['name', 'art collection registry', 'alameda county']",official,366.0,1.0,0.0,1098.0,10.1019756709,data.acgov.org,"['name', 'art', 'collection', 'registry', 'alameda', 'county', 'business']","['name', 'art', 'collection', 'registry', 'alameda', 'county', 'business', 'Artist’s', 'First', 'Name', 'Artists', 'Last', 'Name', 'Artwork', 'Title', 'Year', 'Completed', 'Artwork', 'Medium']","[(4, 0.20096153846153833), (5, 0.057969740006211613), (12, 0.050961538461538398), (24, 0.25505348459236715), (29, 0.092725926038749351), (33, 0.043452735368448556), (38, 0.050961538461538412), (46, 0.15560580630191512), (48, 0.050961538461538412)]","[(24, 0.25505348459236715), (4, 0.20096153846153833), (46, 0.15560580630191512), (29, 0.09272592603874935), (5, 0.05796974000621161), (38, 0.05096153846153841), (48, 0.05096153846153841), (12, 0.0509615384615384), (33, 0.043452735368448556)]",24
15919,16088,16088,GIS--Shapefiles of Cook County Forest Preserve Boundaries,"['Forest', 'Preserve', 'District', 'of', 'Cook', 'County', 'boundaries', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",Cook County GIS,[],[],file,[],GIS/Maps,"['forest preserve boundaries', 'maps', 'gis']",official,859.0,23.0,4.0,1085.0,10.0848083878,datacatalog.cookcountyil.gov,"['forest', 'preserve', 'boundaries', 'maps', 'gis', 'gis/maps']","['forest', 'preserve', 'boundaries', 'maps', 'gis', 'gis/maps', 'Forest', 'Preserve', 'District', 'of', 'Cook', 'County', 'boundaries', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.042683589701730154), (9, 0.084134615384615322), (21, 0.042467948717948685), (24, 0.42522739793006076), (29, 0.13249884073470253), (30, 0.11084190002253862), (35, 0.042467948717948685), (37, 0.042467948717948685), (51, 0.042754681867377541)]","[(24, 0.42522739793006076), (29, 0.13249884073470253), (30, 0.11084190002253862), (9, 0.08413461538461532), (51, 0.04275468186737754), (0, 0.042683589701730154), (21, 0.042467948717948685), (35, 0.042467948717948685), (37, 0.042467948717948685)]",24
2434,2434,2434,Individual Landmarks,"['Individual', 'landmarks', 'in', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']",City of Chicago,[],[],map,[],Historic Preservation,"['landmarks', 'tourism', 'gis', 'kml', 'kmz', 'shapefiles', 'map_layer']",official,879.0,24.0,9.0,1077.0,10.0741414628,data.cityofchicago.org,"['landmarks', 'tourism', 'gis', 'kml', 'kmz', 'shapefiles', 'map_layer', 'historic', 'preservation']","['landmarks', 'tourism', 'gis', 'kml', 'kmz', 'shapefiles', 'map_layer', 'historic', 'preservation', 'Individual', 'landmarks', 'in', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']","[(0, 0.026182371131679483), (1, 0.049081150472860588), (10, 0.028866978242425772), (21, 0.052957679204966343), (22, 0.077416173570019883), (24, 0.71667527906890816), (26, 0.026631019196715559)]","[(24, 0.7166752790689082), (22, 0.07741617357001988), (21, 0.05295767920496634), (1, 0.04908115047286059), (10, 0.028866978242425772), (26, 0.02663101919671556), (0, 0.026182371131679483)]",24
2436,2436,2436,Chicago Public Schools - School Locations SY1516,"['Locations', 'of', 'educational', 'units', 'in', 'the', 'Chicago', 'Public', 'School', 'District', 'for', 'school', 'year', '2015', '2016', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'such', 'as', '7', 'Zip', 'and', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'are', 'required']",Chicago Public Schools,[],[],map,['education'],Education,"['shapefiles', 'kmz', 'kml', '2016', '2015', 'gis', 'map_layer', 'schools', 'cps', 'attendance']",official,803.0,20.0,4.0,1062.0,10.0539258815,data.cityofchicago.org,"['shapefiles', 'kmz', 'kml', '2016', '2015', 'gis', 'map_layer', 'schools', 'cps', 'attendance', 'education', 'education']","['shapefiles', 'kmz', 'kml', '2016', '2015', 'gis', 'map_layer', 'schools', 'cps', 'attendance', 'education', 'education', 'Locations', 'of', 'educational', 'units', 'in', 'the', 'Chicago', 'Public', 'School', 'District', 'for', 'school', 'year', '2015', '2016', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'such', 'as', '7', 'Zip', 'and', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'are', 'required']","[(1, 0.031850961538461516), (5, 0.031850961538461516), (14, 0.03316140185366144), (21, 0.036634638542741238), (22, 0.030126520198710434), (24, 0.46919781918401515), (26, 0.048456067708120783), (34, 0.22593046172508427), (49, 0.031850961538461516), (51, 0.035699821556896952)]","[(24, 0.46919781918401515), (34, 0.22593046172508427), (26, 0.04845606770812078), (21, 0.03663463854274124), (51, 0.03569982155689695), (14, 0.03316140185366144), (1, 0.031850961538461516), (5, 0.031850961538461516), (49, 0.031850961538461516), (22, 0.030126520198710434)]",24
2446,2446,2446,Boundaries - Census Blocks - 2000,"['2000', 'Census', 'block', 'boundaries', 'clipped', 'to', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']",City of Chicago,[],[],map,[],Facilities & Geographic Boundaries,"['gis', 'shapefiles', 'boundaries', 'kml', 'kmz', 'census', 'map_layer']",official,721.0,30.0,3.0,1008.0,9.97871045911,data.cityofchicago.org,"['gis', 'shapefiles', 'boundaries', 'kml', 'kmz', 'census', 'map_layer', 'facilities', '&', 'geographic', 'boundaries']","['gis', 'shapefiles', 'boundaries', 'kml', 'kmz', 'census', 'map_layer', 'facilities', '&', 'geographic', 'boundaries', '2000', 'Census', 'block', 'boundaries', 'clipped', 'to', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']","[(0, 0.024364302882785665), (1, 0.02370304114490164), (6, 0.02370304114490164), (21, 0.046991755099380535), (24, 0.75705790662169914), (26, 0.023855210119464038), (29, 0.033397747607405201), (36, 0.047248998957281178)]","[(24, 0.7570579066216991), (36, 0.04724899895728118), (21, 0.046991755099380535), (29, 0.0333977476074052), (0, 0.024364302882785665), (26, 0.023855210119464038), (1, 0.02370304114490164), (6, 0.02370304114490164)]",24
